ID,X,Y
222,113.5573027,22.18303491
223,113.5572696,22.1830175
224,113.5572482,22.18300622
225,113.557215,22.18298376
226,113.5571831,22.1829597
227,113.5571513,22.18293263
228,113.5571204,22.18289954
229,113.5571066,22.18288374
230,113.557088,22.18285862
231,113.5570747,22.18284067
232,113.5570464,22.18280624
233,113.5570323,22.18279225
234,113.557016,22.18278048
235,113.5569979,22.18277124
236,113.5569784,22.18276473
237,113.5569582,22.18276114
238,113.5569375,22.18276053
239,113.5569171,22.18276294
240,113.5568972,22.18276829
241,113.5568603,22.18278273
242,113.5568139,22.18279868
243,113.5567648,22.18281043
244,113.5567165,22.18281893
245,113.5566638,22.18282482
246,113.556596,22.18282731
247,113.5565496,22.18282549
248,113.5564918,22.18281512
249,113.5564395,22.18279397
250,113.556389,22.18278326
251,113.5563549,22.18278899
252,113.5563245,22.1828045
253,113.5562672,22.18278462
254,113.5561781,22.18275374
255,113.5560974,22.18271574
256,113.5560418,22.1826803
257,113.5559426,22.18261995
258,113.5558061,22.18254263
259,113.5556423,22.18245822
260,113.5554173,22.18235945
261,113.5552449,22.18229438
262,113.5551073,22.182235
263,113.5549681,22.18217897
264,113.5549393,22.18216821
265,113.5548814,22.18214653
266,113.5548274,22.18212633
267,113.5547423,22.18208332
268,113.5546787,22.18206512
269,113.5546331,22.18205932
270,113.5547066,22.18184226
271,113.5547308,22.18182196
272,113.5547165,22.18180727
273,113.5547125,22.18178224
274,113.554774,22.18173639
275,113.5548286,22.1816956
276,113.5548888,22.18160326
277,113.5548975,22.18156789
278,113.5549157,22.18149416
279,113.554945,22.18134014
280,113.5549791,22.18116111
281,113.5550089,22.18100477
282,113.5550479,22.18083243
283,113.5551363,22.18044945
284,113.5551442,22.18039611
285,113.5551418,22.18037438
286,113.5551302,22.18030005
287,113.5551148,22.18023245
288,113.5550818,22.1801651
289,113.5550828,22.18014397
290,113.5550842,22.18011305
291,113.5550862,22.18006703
292,113.5550885,22.18001585
293,113.5550903,22.17997593
294,113.5550998,22.17990714
295,113.5551105,22.17985381
296,113.5551327,22.17981911
297,113.5551584,22.17977867
298,113.5552007,22.17971985
299,113.5552281,22.17967289
300,113.5552643,22.17960857
301,113.5552889,22.179569
302,113.5552886,22.17955761
303,113.5553156,22.17945028
304,113.5553159,22.17940116
305,113.5553107,22.17923362
306,113.5551872,22.17908849
307,113.5551173,22.17901078
308,113.5550415,22.17893157
309,113.5549732,22.17886481
310,113.5548738,22.17876755
311,113.5548214,22.17872541
312,113.5547159,22.17864047
313,113.5546105,22.17855563
314,113.5544895,22.17847347
315,113.5542939,22.17834059
316,113.5541772,22.17828094
317,113.5540153,22.17820022
318,113.5538167,22.17810698
319,113.5536257,22.17802075
320,113.5532128,22.17790314
321,113.5518974,22.17756046
322,113.5518567,22.17755018
323,113.5518059,22.17753733
324,113.5517587,22.17752542
325,113.5517083,22.17751269
326,113.551649,22.1774977
327,113.5515606,22.17747537
328,113.551475,22.17745375
329,113.5513747,22.1774284
330,113.5512994,22.1774094
331,113.5512368,22.1774016
332,113.551171,22.17741575
333,113.5511411,22.17743121
334,113.5511041,22.17746249
335,113.5510859,22.17748676
336,113.5510696,22.17752121
337,113.551063,22.17754387
338,113.5510431,22.17758671
339,113.5510269,22.17763087
340,113.5510207,22.17767496
341,113.5510102,22.17770345
342,113.5510007,22.17773305
343,113.5509937,22.17777906
344,113.550994,22.17780982
345,113.5510249,22.17782732
346,113.5510185,22.17785317
347,113.5510056,22.17790464
348,113.5509948,22.17795299
349,113.5509812,22.17801388
350,113.5509741,22.1780459
351,113.5509511,22.17811427
352,113.5509488,22.17816987
353,113.5509171,22.17829688
354,113.5507856,22.17882356
355,113.5507497,22.17896746
356,113.5507256,22.17906408
357,113.5507115,22.17914044
358,113.550711,22.17918894
359,113.550742,22.1792607
360,113.5507846,22.17928256
361,113.5508374,22.17931749
362,113.5509154,22.17936917
363,113.5510226,22.17943341
364,113.5511248,22.17949372
365,113.5511952,22.17953523
366,113.5513094,22.17959761
367,113.5512646,22.17964141
368,113.5511386,22.17961784
369,113.5511271,22.17958501
370,113.5510909,22.17955521
371,113.5510253,22.17953936
372,113.5509811,22.17952868
373,113.5508957,22.1795499
374,113.5508185,22.17958987
375,113.5507783,22.17965474
376,113.5490199,22.17931436
377,113.5490072,22.17928585
378,113.5489875,22.17924183
379,113.5489782,22.17921571
380,113.5489465,22.17916956
381,113.5489002,22.17913571
382,113.5488176,22.17911093
383,113.5487353,22.17909064
384,113.5487077,22.17907805
385,113.5486768,22.17911606
386,113.5485508,22.17909181
387,113.54853,22.17904816
388,113.5484759,22.17904465
389,113.5483648,22.17903743
390,113.5483203,22.17902798
391,113.5480927,22.17898139
392,113.5479023,22.17894697
393,113.5477859,22.17892594
394,113.5477232,22.1789124
395,113.5477085,22.17888033
396,113.5477201,22.17885906
397,113.5477596,22.17885051
398,113.5477883,22.1788522
399,113.5478638,22.17886938
400,113.548044,22.17888669
401,113.548096,22.17890221
402,113.5484305,22.17895486
403,113.5485076,22.1789631
404,113.5485849,22.17895958
405,113.5486724,22.1789556
406,113.5491429,22.17903909
407,113.5491826,22.17903431
408,113.5492194,22.17900888
409,113.5492323,22.17897894
410,113.5496478,22.17720459
411,113.5496111,22.17715499
412,113.5495233,22.17714148
413,113.5491423,22.17706292
414,113.5484173,22.176926
415,113.5473171,22.17671565
416,113.5468294,22.1765915
417,113.5459932,22.17636012
418,113.5452,22.17614255
419,113.5448266,22.17606374
420,113.5445977,22.17604484
421,113.5443423,22.17606059
422,113.5441398,22.17607337
423,113.5438705,22.17607661
424,113.5436341,22.1760803
425,113.5433146,22.17607705
426,113.5430699,22.17607823
427,113.5428227,22.17611333
428,113.5424845,22.17605657
429,113.5416489,22.17592469
430,113.541451,22.1758964
431,113.541161,22.17592905
432,113.5409395,22.17587572
433,113.5407315,22.17589857
434,113.5405617,22.1759158
435,113.5403184,22.17593958
436,113.5400796,22.17588151
437,113.5397497,22.17583299
438,113.5395093,22.17584623
439,113.5390805,22.17581658
440,113.5387492,22.17579498
441,113.5381839,22.17581548
442,113.5377507,22.17579293
443,113.5372637,22.17605022
444,113.5370233,22.17627993
445,113.536529,22.17668595
446,113.5364322,22.17677498
447,113.5361703,22.17686748
448,113.5357942,22.17706867
449,113.5356092,22.17719932
450,113.5354342,22.17734617
451,113.5351561,22.17766068
452,113.5348905,22.17814402
453,113.5346422,22.17848745
454,113.5344746,22.1787661
455,113.5343008,22.17907946
456,113.5341147,22.17956674
457,113.5340176,22.17990377
458,113.5339406,22.1802339
459,113.5338951,22.18053341
460,113.5338914,22.18079047
461,113.5339001,22.18111458
462,113.5339414,22.18132958
463,113.534011,22.18155055
464,113.5341025,22.18177717
465,113.5342164,22.18203574
466,113.5343545,22.18228394
467,113.5346042,22.18263258
468,113.5347972,22.18284659
469,113.5349974,22.18303334
470,113.5352004,22.18319429
471,113.5355161,22.18339805
472,113.5357404,22.18351328
473,113.5353136,22.18422346
474,113.5353953,22.18434462
475,113.5354411,22.18432834
476,113.5355123,22.18428864
477,113.535545,22.18429151
478,113.5355781,22.18431753
479,113.5356259,22.18439784
480,113.5354946,22.18448622
481,113.5355901,22.18462494
482,113.5357457,22.18485089
483,113.536194,22.18550451
484,113.5362888,22.18564326
485,113.5364144,22.18579452
486,113.5365701,22.18598217
487,113.5367339,22.1861779
488,113.5372492,22.18679737
489,113.5373747,22.18670952
490,113.5373323,22.18665785
491,113.5373628,22.18664631
492,113.5378098,22.18718837
493,113.5375463,22.18737348
494,113.5395127,22.18981967
495,113.5397829,22.18963088
496,113.5398057,22.18965952
497,113.5396967,22.18974615
498,113.5396347,22.18977673
499,113.5398588,22.19017624
500,113.5399199,22.19014726
501,113.539943,22.19016666
502,113.5399948,22.19017192
503,113.5400932,22.19035077
504,113.53999,22.19039981
505,113.5402152,22.19104863
506,113.5406382,22.19088221
507,113.540773,22.19112249
508,113.5402899,22.19127235
509,113.5404801,22.1918227
510,113.5406007,22.19178786
511,113.540777,22.19229934
512,113.5406557,22.19233607
513,113.5408123,22.19279133
514,113.5411629,22.1926884
515,113.5412428,22.1929365
516,113.5406465,22.19308022
517,113.5410169,22.19446245
518,113.5415197,22.19437702
519,113.5415874,22.19468805
520,113.541313,22.19473379
521,113.5414669,22.19554267
522,113.5416435,22.19551271
523,113.5416487,22.19552768
524,113.5416907,22.19574761
525,113.5418178,22.19572445
526,113.5418485,22.19589256
527,113.5417218,22.19591614
528,113.5417529,22.19607735
529,113.5418799,22.19605265
530,113.5419246,22.1962879
531,113.5418277,22.19631012
532,113.5418596,22.19643621
533,113.5419481,22.19642128
534,113.5419714,22.19654701
535,113.5416707,22.19660246
536,113.5418376,22.19744898
537,113.5421362,22.19740191
538,113.5421644,22.19755888
539,113.5420748,22.19757642
540,113.5421079,22.19770643
541,113.5421922,22.19769289
542,113.5422454,22.19798792
543,113.5421614,22.19800195
544,113.5421803,22.19812805
545,113.5422724,22.19812019
546,113.542319,22.1983575
547,113.5422156,22.19837603
548,113.5422465,22.19854614
549,113.5420493,22.19857818
550,113.5420928,22.19879502
551,113.5421108,22.19879223
552,113.5422297,22.19941495
553,113.5422119,22.19941738
554,113.5422146,22.19942907
555,113.5422841,22.19978365
556,113.542628,22.1997103
557,113.5427499,22.19986834
558,113.5427286,22.19988361
559,113.5426755,22.20004425
560,113.5426282,22.20002468
561,113.5423658,22.19995996
562,113.5423223,22.20012091
563,113.5424298,22.20064657
564,113.5424052,22.20069256
565,113.5423705,22.20074679
566,113.5424419,22.20096468
567,113.5425258,22.20108347
568,113.5426329,22.20118479
569,113.542828,22.20129576
570,113.5431732,22.20139283
571,113.5435432,22.20104741
572,113.5454073,22.20145808
573,113.5451976,22.20207656
574,113.5451828,22.20218508
575,113.5451572,22.2022667
576,113.5445811,22.20210728
577,113.5445326,22.20226065
578,113.5445317,22.20228864
579,113.5447889,22.20235962
580,113.5447479,22.2024899
581,113.5439336,22.20226509
582,113.5439181,22.20231494
583,113.5427821,22.20200115
584,113.5427081,22.20198082
585,113.5426761,22.20198181
586,113.5426484,22.20199666
587,113.542261,22.20226154
588,113.5421455,22.20234021
589,113.5420769,22.20238947
590,113.5420216,22.20245159
591,113.5420001,22.20250468
592,113.5419938,22.20256113
593,113.541994,22.20262816
594,113.5419948,22.20281652
595,113.541995,22.20288156
596,113.5420059,22.20293071
597,113.5420311,22.20296874
598,113.542068,22.20299724
599,113.5421127,22.2030132
600,113.5450705,22.20382696
601,113.5451267,22.20386503
602,113.5451589,22.2038811
603,113.5469112,22.2043628
604,113.5469226,22.204468
605,113.5469357,22.20450712
606,113.5460853,22.20715849
607,113.5460021,22.20717337
608,113.5459519,22.20719166
609,113.5454619,22.20708601
610,113.5454073,22.20712733
611,113.5452996,22.2070949
612,113.5451889,22.20705888
613,113.5450356,22.20697887
614,113.5450378,22.2069558
615,113.5443183,22.20675061
616,113.5443681,22.20659882
617,113.5450671,22.2067736
618,113.5451019,22.20666135
619,113.5447064,22.20654677
620,113.5447144,22.20653066
621,113.5450142,22.20562209
622,113.5445935,22.20546838
623,113.5431801,22.20506951
624,113.5432314,22.20492103
625,113.54325,22.20487666
626,113.5425397,22.20466271
627,113.5424864,22.20482085
628,113.5424229,22.20485111
629,113.5423306,22.20482335
630,113.5423413,22.20479294
631,113.5423136,22.20478488
632,113.5422609,22.2047579
633,113.5421563,22.20476631
634,113.5418567,22.2046766
635,113.5418764,22.20461156
636,113.5411273,22.20435704
637,113.540018,22.20398024
638,113.540001,22.20404164
639,113.5399392,22.20402725
640,113.5399297,22.20406258
641,113.5398812,22.20424333
642,113.5398296,22.20443536
643,113.5397854,22.20459997
644,113.5397099,22.20486805
645,113.5396176,22.20519778
646,113.5394867,22.20566981
647,113.5393944,22.20600246
648,113.5393142,22.20629166
649,113.5390224,22.20703427
650,113.5389039,22.20733573
651,113.5386647,22.20794209
652,113.538465,22.20844936
653,113.5384191,22.20856628
654,113.5384151,22.20863102
655,113.5384104,22.20870663
656,113.5384467,22.20880865
657,113.5385407,22.20891115
658,113.5387434,22.20905448
659,113.539113,22.20931577
660,113.5392617,22.20941761
661,113.5394915,22.20957174
662,113.5397485,22.20969138
663,113.5400553,22.20981914
664,113.5404511,22.20993732
665,113.540775,22.21001264
666,113.5410073,22.21006006
667,113.5414682,22.21010018
668,113.5417077,22.2100982
669,113.5420832,22.21009452
670,113.5427274,22.21009362
671,113.5430613,22.21008977
672,113.5433436,22.21007206
673,113.5437114,22.21000438
674,113.5442814,22.20989816
675,113.5450587,22.20973177
676,113.5454855,22.20962896
677,113.5456741,22.20957948
678,113.5458525,22.20953267
679,113.5460563,22.20948564
680,113.5461842,22.20947402
681,113.546385,22.20951225
682,113.5465531,22.20956789
683,113.5466374,22.2096254
684,113.5467261,22.20970148
685,113.5468418,22.20977274
686,113.5470803,22.21021145
687,113.5471836,22.21030134
688,113.5473584,22.2105637
689,113.5475327,22.2108255
690,113.5475882,22.21097274
691,113.548515,22.21285361
692,113.5494786,22.21349288
693,113.5503119,22.21346267
694,113.5506008,22.21335169
695,113.5516286,22.21333824
696,113.5516897,22.21332437
697,113.5521619,22.2133218
698,113.5527509,22.21309983
699,113.5528397,22.21319987
700,113.5534591,22.21327512
701,113.553523,22.21324992
702,113.553573,22.21323179
703,113.5536425,22.2132091
704,113.5536886,22.21319704
705,113.5537371,22.21318434
706,113.5537974,22.21317236
707,113.553867,22.21316057
708,113.5539306,22.21315181
709,113.5539814,22.21314785
710,113.5540286,22.21314417
711,113.5540897,22.21314302
712,113.5541538,22.21314341
713,113.5542252,22.21314629
714,113.5542719,22.21315095
715,113.554323,22.21315605
716,113.5544093,22.21316936
717,113.5544586,22.21317876
718,113.5545395,22.21319661
719,113.55458,22.21320833
720,113.5546647,22.21323427
721,113.554748,22.21326436
722,113.5547764,22.21327676
723,113.5548708,22.21331983
724,113.5549446,22.21335801
725,113.5549835,22.21338153
726,113.5550373,22.21341403
727,113.5551256,22.21347582
728,113.555251,22.21349114
729,113.5555101,22.21352278
730,113.55597,22.21357895
731,113.5559655,22.2135298
732,113.5559548,22.21341211
733,113.5559447,22.21330001
734,113.5559321,22.21316111
735,113.5559208,22.21303636
736,113.5559047,22.21285869
737,113.5558682,22.21245538
738,113.555859,22.21235484
739,113.5558514,22.21227048
740,113.5558456,22.21220674
741,113.5558517,22.2121667
742,113.5558642,22.21212797
743,113.5558828,22.21209144
744,113.5559071,22.21205792
745,113.5559366,22.21202819
746,113.5559705,22.21200292
747,113.5560485,22.21196794
748,113.5561649,22.21192742
749,113.5562878,22.21188311
750,113.5564053,22.21184078
751,113.5565252,22.21179756
752,113.5566776,22.21174261
753,113.5567994,22.21171307
754,113.5569299,22.21182985
755,113.5570276,22.2117929
756,113.5571425,22.2117529
757,113.5572596,22.21171567
758,113.5573668,22.21168158
759,113.5575544,22.21161186
760,113.5576794,22.21156539
761,113.557831,22.21151292
762,113.5579976,22.21145665
763,113.5581572,22.21139017
764,113.5583274,22.21130901
765,113.5584743,22.2112472
766,113.5586182,22.21119347
767,113.5590951,22.21100813
768,113.5592486,22.21094834
769,113.5594288,22.21087891
770,113.5595753,22.21082246
771,113.5596643,22.21061503
772,113.5596823,22.21061356
773,113.5597053,22.21060193
774,113.5597264,22.21059585
775,113.5597535,22.21058914
776,113.5597799,22.21058376
777,113.5598087,22.21057315
778,113.5598308,22.21056357
779,113.5598837,22.21054366
780,113.5599175,22.21053661
781,113.5599579,22.2105187
782,113.5600047,22.2105082
783,113.5600355,22.21050244
784,113.5600626,22.21053737
785,113.560121,22.21051966
786,113.5602502,22.21047311
787,113.56022,22.21040081
788,113.560285,22.21037818
789,113.5603238,22.21039808
790,113.5605024,22.21033387
791,113.560696,22.2102643
792,113.5609223,22.21018361
793,113.5610936,22.21012301
794,113.5613171,22.21004508
795,113.5614986,22.20998451
796,113.5616801,22.20992394
797,113.5618126,22.20987972
798,113.5619794,22.20982301
799,113.5621429,22.20976681
800,113.5623117,22.20970876
801,113.5624423,22.20966385
802,113.5625305,22.20965331
803,113.5625864,22.20963302
804,113.5626575,22.20960723
805,113.5627755,22.20956443
806,113.5628925,22.2095241
807,113.5630124,22.20948332
808,113.5631269,22.20944688
809,113.5632557,22.20940398
810,113.5633837,22.20935841
811,113.5635233,22.20931073
812,113.5636876,22.20925787
813,113.5638147,22.20920545
814,113.5639622,22.20914573
815,113.5640896,22.20907684
816,113.5642367,22.20899604
817,113.564415,22.20888867
818,113.5645466,22.20879708
819,113.5648167,22.20860405
820,113.5649178,22.20846512
821,113.5649132,22.2084089
822,113.5650792,22.2082913
823,113.5651069,22.20820804
824,113.5651863,22.20821083
825,113.5652105,22.20814
826,113.5652938,22.20796915
827,113.5654449,22.20788398
828,113.5654694,22.20778242
829,113.5655438,22.20767103
830,113.5656688,22.20747178
831,113.5658368,22.20719318
832,113.5659429,22.20701472
833,113.5659926,22.2068664
834,113.5660437,22.2066821
835,113.5660834,22.20655505
836,113.5661179,22.20642507
837,113.5661503,22.20628867
838,113.566185,22.2060886
839,113.5662853,22.20566593
840,113.566312,22.20552829
841,113.5663795,22.2054496
842,113.5662959,22.20528126
843,113.5662946,22.20521531
844,113.5662856,22.20503249
845,113.5662789,22.20485119
846,113.566272,22.20458411
847,113.5662714,22.20438383
848,113.5662677,22.20415454
849,113.5662753,22.20391829
850,113.566295,22.20380277
851,113.5663146,22.20368795
852,113.5662818,22.20357701
853,113.566255,22.20348652
854,113.5662607,22.20342026
855,113.5662689,22.20332419
856,113.5662555,22.2032213
857,113.5662358,22.2030287
858,113.566227,22.20288718
859,113.5662492,22.20272505
860,113.5662761,22.20254936
861,113.5663005,22.20242435
862,113.5663059,22.20223938
863,113.5663252,22.20213182
864,113.5663582,22.2019481
865,113.5664247,22.20174564
866,113.5664738,22.2015296
867,113.5665073,22.20142878
868,113.5665673,22.20124998
869,113.566627,22.20108221
870,113.5665329,22.20102395
871,113.5664281,22.20101829
872,113.5663687,22.20101507
873,113.5663191,22.20101373
874,113.5662507,22.20101231
875,113.5662094,22.20101145
876,113.5661631,22.20101048
877,113.5661113,22.20099324
878,113.5661046,22.20099104
879,113.5660955,22.20098799
880,113.5660874,22.20098531
881,113.5660782,22.20098225
882,113.5660662,22.20097827
883,113.5660584,22.20097567
884,113.5660549,22.20097198
885,113.5660565,22.20096583
886,113.5660578,22.2009609
887,113.5660593,22.20095489
888,113.5660606,22.20094975
889,113.566063,22.20094279
890,113.5660654,22.20093575
891,113.5660672,22.20093025
892,113.5660709,22.2009184
893,113.5660725,22.20090786
894,113.5660737,22.20089984
895,113.5660752,22.20089012
896,113.5660773,22.20087619
897,113.5660795,22.20087047
898,113.5660822,22.20086318
899,113.5660857,22.2008538
900,113.5660894,22.20084397
901,113.5660927,22.20083489
902,113.5660963,22.20082528
903,113.5661003,22.20081475
904,113.5661039,22.20080515
905,113.5661043,22.20080122
906,113.566105,22.20079379
907,113.5661061,22.20078338
908,113.5661076,22.2007687
909,113.5661121,22.20075871
910,113.5661157,22.20075047
911,113.5661223,22.2007357
912,113.5661252,22.20072825
913,113.5661292,22.20071791
914,113.5661328,22.20070885
915,113.5661382,22.20069541
916,113.5661426,22.20068496
917,113.5661458,22.20067306
918,113.5661452,22.20065995
919,113.5661431,22.20064433
920,113.5661414,22.20063296
921,113.5661435,22.2006297
922,113.5661511,22.20062496
923,113.5661573,22.20062242
924,113.5661589,22.20062021
925,113.5661583,22.20061624
926,113.5661572,22.20060682
927,113.5661564,22.20059914
928,113.5661612,22.20059269
929,113.5661652,22.20058689
930,113.5661685,22.20058135
931,113.5661714,22.20057496
932,113.5661729,22.20056849
933,113.5661738,22.20056459
934,113.5661742,22.20055678
935,113.5661768,22.20055412
936,113.5661814,22.20054952
937,113.5661854,22.20054347
938,113.5661852,22.20053928
939,113.566185,22.20053406
940,113.5661832,22.20053015
941,113.5661819,22.20052701
942,113.5661807,22.20052448
943,113.5661795,22.20052178
944,113.5661794,22.20051692
945,113.5661831,22.20051344
946,113.5661872,22.2005113
947,113.5661932,22.20050612
948,113.5661937,22.20050233
949,113.5661945,22.20049194
950,113.5661949,22.20048182
951,113.5661948,22.20046753
952,113.5661981,22.20045989
953,113.5662039,22.20045652
954,113.5662101,22.2004484
955,113.5662121,22.20043711
956,113.5662109,22.20043007
957,113.566209,22.2004194
958,113.5662079,22.20041425
959,113.566212,22.2004036
960,113.5662187,22.20039028
961,113.5662224,22.20037944
962,113.5662234,22.20037307
963,113.5662263,22.20035993
964,113.5662304,22.20035618
965,113.5662399,22.20035024
966,113.566247,22.20034529
967,113.5662491,22.20034162
968,113.5662499,22.20033352
969,113.5662497,22.20032526
970,113.5662511,22.20032065
971,113.5662529,22.20031464
972,113.5662538,22.2003027
973,113.5662524,22.20029238
974,113.5662569,22.20028678
975,113.5662584,22.20028198
976,113.5662601,22.20027592
977,113.5662636,22.200268
978,113.5662699,22.20025679
979,113.5662766,22.20024871
980,113.5662826,22.2002396
981,113.5662868,22.20022846
982,113.5662902,22.20022069
983,113.5662942,22.20020225
984,113.5662976,22.20018978
985,113.5662991,22.20017898
986,113.5663008,22.2001663
987,113.5663025,22.2001606
988,113.5663049,22.20015245
989,113.56631,22.20014369
990,113.5663157,22.20013298
991,113.5663203,22.2001239
992,113.5663236,22.20011088
993,113.5663258,22.20009939
994,113.566326,22.20008858
995,113.5663256,22.20007812
996,113.5663293,22.20006909
997,113.5663295,22.20006473
998,113.5663322,22.20005343
999,113.5663398,22.20004134
1000,113.5663445,22.20003045
1001,113.5663482,22.20001959
1002,113.5663527,22.20000778
1003,113.5663555,22.19999713
1004,113.5663579,22.19998466
1005,113.5663601,22.19997023
